id,título,año,género,director,duración,calificación,país
6413,The Lion King,2020,Historia,Hayao Miyazaki,129,1.9,Canada
6414,Avengers: Endgame,1961,Comedia,Peter Jackson,144,4.9,France
6415,The Matrix,2006,Musical,Bong Joon-ho,142,8.6,Germany
6416,Fight Club,2018,Ciencia Ficción,Steven Spielberg,108,5.2,USA
6417,Star Wars,1984,Crimen,Bong Joon-ho,165,1.9,UK
6418,The Godfather,2023,Comedia,Bong Joon-ho,169,2.6,Italy
6419,Forrest Gump,1959,Historia,Martin Scorsese,172,1.9,Spain
6420,Fight Club,2013,Musical,Ridley Scott,162,9.5,Canada
6421,Inception,2010,Historia,Francis Ford Coppola,166,4.1,Germany
6422,Spirited Away,1965,Comedia,Ridley Scott,110,2.1,UK
6423,The Lord of the Rings,1975,Crimen,Ridley Scott,114,6.8,Canada
6424,Pulp Fiction,1954,Romance,Wachowski Sisters,114,7.2,Italy
6425,Interstellar,2002,Musical,Steven Spielberg,99,2.4,South Korea
6426,Gladiator,1987,Thriller,David Fincher,125,3.1,Canada
6427,Schindler's List,1959,Drama,David Fincher,167,7.7,South Korea
6428,Jurassic Park,1985,Animación,Damien Chazelle,168,1.7,Australia
6429,Jurassic Park,2019,Animación,Christopher Nolan,168,9.5,USA
6430,Pulp Fiction,2004,Acción,Martin Scorsese,131,3.6,UK
6431,The Lord of the Rings,1987,Thriller,Quentin Tarantino,145,7.0,UK
6432,Star Wars,1965,Drama,Hayao Miyazaki,100,9.1,Japan
6433,Gladiator,2020,Acción,Steven Spielberg,171,4.4,Canada
6434,The Lord of the Rings,1987,Thriller,Ridley Scott,131,2.5,Italy
6435,The Dark Knight,2018,Animación,Quentin Tarantino,102,2.1,Italy
6436,Jurassic Park,2019,Acción,Ridley Scott,150,4.9,Japan
6437,Spirited Away,1978,Ciencia Ficción,Francis Ford Coppola,91,8.4,Japan
6438,Forrest Gump,1955,Animación,Damien Chazelle,113,3.9,Canada
6439,Spirited Away,2008,Crimen,Peter Jackson,129,7.9,South Korea
6440,Inception,1969,Animación,Christopher Nolan,89,8.4,Canada
6441,The Shawshank Redemption,1953,Drama,Christopher Nolan,116,6.6,USA
6442,The Shawshank Redemption,1981,Acción,Christopher Nolan,121,9.5,USA
6443,Inception,1977,Acción,Martin Scorsese,141,5.3,Germany
6444,Pulp Fiction,1954,Musical,Bong Joon-ho,160,2.7,Italy
6445,Pulp Fiction,2017,Musical,George Lucas,150,9.8,USA
6446,The Dark Knight,2006,Musical,David Fincher,94,3.4,Italy
6447,Forrest Gump,1970,Musical,Francis Ford Coppola,131,7.5,UK
6448,The Lord of the Rings,2000,Acción,Quentin Tarantino,102,6.5,Spain
6449,La La Land,1954,Thriller,Ridley Scott,126,8.6,Germany
6450,Spirited Away,2009,Romance,Martin Scorsese,121,1.2,Australia
6451,Star Wars,1961,Drama,Francis Ford Coppola,126,6.8,UK
6452,Schindler's List,1970,Crimen,Christopher Nolan,136,5.3,Germany
6453,Pulp Fiction,2006,Musical,Peter Jackson,148,7.0,Italy
6454,The Matrix,1966,Historia,Quentin Tarantino,172,9.4,Canada
6455,The Dark Knight,1956,Thriller,David Fincher,93,7.9,Germany
6456,Fight Club,2009,Ciencia Ficción,Hayao Miyazaki,159,5.3,Spain
6457,La La Land,2009,Musical,Wachowski Sisters,103,7.2,Canada
6458,The Lord of the Rings,1984,Acción,David Fincher,89,2.7,Australia
6459,La La Land,2020,Historia,George Lucas,160,6.9,Spain
6460,Interstellar,2007,Thriller,Francis Ford Coppola,175,7.2,Canada
6461,Avengers: Endgame,1953,Historia,Quentin Tarantino,108,1.5,South Korea
6462,Jurassic Park,1999,Animación,Quentin Tarantino,91,3.8,Australia
6463,Titanic,1997,Comedia,James Cameron,144,9.3,France
6464,Avengers: Endgame,1973,Musical,Ridley Scott,111,8.9,USA
6465,The Lion King,1990,Crimen,Hayao Miyazaki,128,7.8,Germany
6466,Fight Club,2002,Comedia,Steven Spielberg,153,9.5,Spain
6467,La La Land,2022,Musical,Damien Chazelle,86,3.1,Spain
6468,Gladiator,1973,Musical,David Fincher,177,9.0,South Korea
6469,The Dark Knight,1984,Musical,Quentin Tarantino,139,6.0,France
6470,Gladiator,1990,Comedia,Martin Scorsese,119,2.1,Canada
6471,Gladiator,1997,Romance,Steven Spielberg,93,2.0,USA
6472,Avengers: Endgame,1973,Romance,George Lucas,127,3.5,Japan
6473,The Lord of the Rings,1953,Musical,Martin Scorsese,148,1.1,Germany
6474,Parasite,2002,Crimen,George Lucas,113,5.5,USA
6475,Pulp Fiction,2019,Ciencia Ficción,Bong Joon-ho,156,5.4,Germany
6476,Avengers: Endgame,1994,Musical,Bong Joon-ho,112,9.7,Italy
6477,Jurassic Park,1983,Crimen,Hayao Miyazaki,99,2.0,USA
6478,The Matrix,1963,Crimen,Martin Scorsese,157,9.8,Germany
6479,Star Wars,2017,Crimen,Martin Scorsese,97,8.1,Japan
6480,Jurassic Park,1959,Historia,Francis Ford Coppola,153,6.5,Australia
6481,The Lion King,1989,Historia,Peter Jackson,172,5.9,Japan
6482,Forrest Gump,1951,Thriller,George Lucas,113,2.7,Canada
6483,The Godfather,1977,Musical,Hayao Miyazaki,157,3.9,USA
6484,The Lion King,1984,Ciencia Ficción,Christopher Nolan,106,5.2,Australia
6485,Parasite,1980,Romance,Hayao Miyazaki,123,9.5,UK
6486,Jurassic Park,1982,Crimen,George Lucas,112,3.8,South Korea
6487,Pulp Fiction,2011,Thriller,George Lucas,163,9.9,Germany
6488,The Matrix,1950,Comedia,Damien Chazelle,100,4.4,USA
6489,La La Land,1952,Drama,George Lucas,101,3.4,UK
6490,The Matrix,2004,Comedia,David Fincher,83,5.0,South Korea
6491,Fight Club,2000,Musical,Peter Jackson,99,3.2,Canada
6492,Pulp Fiction,1969,Thriller,George Lucas,151,2.0,Germany
6493,La La Land,1979,Comedia,Bong Joon-ho,162,1.3,Japan
6494,Pulp Fiction,2021,Thriller,Christopher Nolan,161,6.1,Australia
6495,Gladiator,2001,Historia,George Lucas,138,9.4,Australia
6496,La La Land,2007,Historia,George Lucas,98,9.3,Spain
6497,Fight Club,1983,Musical,Damien Chazelle,121,1.7,Germany
6498,The Lion King,2005,Comedia,Steven Spielberg,121,3.9,France
6499,Titanic,2002,Ciencia Ficción,David Fincher,155,2.4,Australia
6500,Star Wars,1973,Thriller,Peter Jackson,109,3.7,France
6501,Avengers: Endgame,1951,Ciencia Ficción,George Lucas,161,6.9,Spain
6502,The Godfather,1994,Romance,George Lucas,152,1.8,South Korea
6503,Inception,1975,Musical,Quentin Tarantino,156,7.0,USA
6504,Gladiator,1950,Animación,Wachowski Sisters,132,2.7,UK
6505,The Lord of the Rings,1988,Comedia,Martin Scorsese,178,6.3,Germany
6506,Forrest Gump,1989,Romance,Bong Joon-ho,169,7.9,Japan
6507,Inception,1985,Musical,Peter Jackson,116,9.8,France
6508,Parasite,1954,Comedia,Martin Scorsese,126,4.2,France
6509,Schindler's List,2001,Historia,Steven Spielberg,139,8.0,Australia
6510,Fight Club,1996,Crimen,Wachowski Sisters,176,6.7,Italy
6511,Fight Club,2015,Crimen,James Cameron,92,4.6,Canada
6512,The Godfather,1960,Historia,David Fincher,166,1.3,Italy
6513,Pulp Fiction,2008,Animación,Christopher Nolan,113,3.9,Germany
6514,Interstellar,1967,Crimen,Wachowski Sisters,129,1.6,France
6515,The Shawshank Redemption,1981,Romance,Francis Ford Coppola,125,9.6,Australia
6516,Gladiator,1995,Drama,Wachowski Sisters,112,3.5,Italy
6517,Pulp Fiction,1984,Animación,Peter Jackson,160,3.1,USA
6518,Spirited Away,2020,Drama,David Fincher,177,7.4,UK
6519,La La Land,1979,Romance,Quentin Tarantino,112,7.3,Canada
6520,The Lord of the Rings,1995,Romance,Ridley Scott,115,2.2,France
6521,The Godfather,1985,Ciencia Ficción,Hayao Miyazaki,179,9.9,Italy
6522,The Godfather,2014,Comedia,Steven Spielberg,124,9.8,USA
6523,Inception,2014,Romance,Wachowski Sisters,157,5.7,Italy
6524,The Lion King,2005,Animación,Hayao Miyazaki,123,4.5,Germany
6525,Forrest Gump,1959,Musical,Damien Chazelle,166,4.3,France
6526,Interstellar,1969,Thriller,Damien Chazelle,142,6.6,Spain
6527,Parasite,2013,Drama,Francis Ford Coppola,136,9.1,Japan
6528,Fight Club,2023,Historia,Hayao Miyazaki,124,1.6,Japan
6529,Interstellar,1961,Historia,Christopher Nolan,169,1.5,Italy
6530,The Matrix,1982,Animación,Bong Joon-ho,153,2.4,USA
6531,Jurassic Park,1966,Historia,Martin Scorsese,90,9.4,South Korea
6532,Pulp Fiction,1974,Acción,Peter Jackson,165,6.7,Australia
6533,Titanic,2009,Thriller,Martin Scorsese,94,7.1,UK
6534,Avengers: Endgame,1961,Comedia,Wachowski Sisters,149,9.4,Italy
6535,Parasite,1994,Thriller,Christopher Nolan,176,2.5,Canada
6536,Parasite,1950,Acción,Hayao Miyazaki,95,1.3,France
6537,The Matrix,1988,Crimen,Peter Jackson,174,1.9,Germany
6538,Pulp Fiction,1980,Acción,Francis Ford Coppola,143,7.6,USA
6539,Fight Club,2015,Musical,Wachowski Sisters,158,2.4,Germany
6540,Parasite,2020,Romance,Hayao Miyazaki,101,3.9,USA
6541,The Dark Knight,2017,Animación,Damien Chazelle,158,9.1,South Korea
6542,The Matrix,2003,Animación,Martin Scorsese,88,6.7,Australia
6543,The Godfather,1989,Animación,James Cameron,124,1.1,Australia
6544,The Dark Knight,1962,Animación,James Cameron,171,9.1,France
6545,Inception,1994,Acción,Damien Chazelle,163,3.0,Canada
6546,Spirited Away,2016,Thriller,David Fincher,112,3.1,Germany
6547,Avengers: Endgame,2020,Acción,Francis Ford Coppola,126,9.8,Australia
6548,Inception,1988,Historia,James Cameron,108,8.5,USA
6549,Fight Club,1968,Historia,Francis Ford Coppola,176,2.2,Japan
6550,Avengers: Endgame,1971,Comedia,Quentin Tarantino,87,3.7,Spain
6551,Jurassic Park,1971,Animación,Peter Jackson,177,4.1,Italy
6552,Fight Club,2002,Animación,Ridley Scott,116,8.5,France
6553,The Dark Knight,1974,Comedia,George Lucas,85,3.6,South Korea
6554,Fight Club,1974,Acción,Wachowski Sisters,129,1.6,Australia
6555,Fight Club,2006,Animación,Martin Scorsese,156,2.1,Canada
6556,Schindler's List,2018,Musical,Ridley Scott,118,9.4,Spain
6557,Parasite,1987,Comedia,James Cameron,152,2.5,Italy
6558,The Matrix,2022,Crimen,Hayao Miyazaki,143,1.7,Germany
6559,Parasite,1965,Musical,Christopher Nolan,85,4.6,USA
6560,Parasite,1973,Crimen,Ridley Scott,128,6.6,Germany
6561,The Lion King,1955,Crimen,Bong Joon-ho,137,6.6,Australia
6562,La La Land,2005,Musical,George Lucas,117,5.7,Canada
6563,The Shawshank Redemption,1983,Crimen,James Cameron,150,1.5,USA
6564,Fight Club,1973,Thriller,Martin Scorsese,135,8.2,Italy
6565,The Dark Knight,2006,Comedia,David Fincher,105,2.1,Germany
6566,Parasite,2015,Animación,Peter Jackson,161,7.3,Italy
6567,Pulp Fiction,1994,Drama,Hayao Miyazaki,177,5.4,Canada
6568,Schindler's List,2020,Ciencia Ficción,Ridley Scott,174,2.4,USA
6569,The Lord of the Rings,2006,Romance,Damien Chazelle,111,6.1,Canada
6570,Star Wars,2004,Historia,Martin Scorsese,87,5.1,Australia
6571,Spirited Away,1991,Musical,Christopher Nolan,175,1.4,Canada
6572,The Lion King,1974,Crimen,Wachowski Sisters,112,9.6,Italy
6573,Gladiator,2023,Acción,Bong Joon-ho,89,2.2,Italy
6574,Star Wars,2010,Crimen,Damien Chazelle,122,5.5,France
6575,Interstellar,1994,Drama,Francis Ford Coppola,131,1.3,Germany
6576,Fight Club,2008,Romance,Martin Scorsese,134,9.3,USA
6577,Forrest Gump,1977,Comedia,Quentin Tarantino,105,4.7,Canada
6578,Avengers: Endgame,2015,Animación,David Fincher,144,3.3,Spain
6579,The Matrix,1967,Animación,Ridley Scott,83,1.8,Canada
6580,The Matrix,1966,Acción,Steven Spielberg,119,6.6,Spain
6581,The Matrix,2023,Comedia,Peter Jackson,140,7.4,Australia
6582,The Lord of the Rings,2018,Historia,Wachowski Sisters,106,7.9,Germany
6583,Schindler's List,1974,Romance,Damien Chazelle,100,8.4,France
6584,The Lion King,2020,Historia,Steven Spielberg,95,4.1,USA
6585,The Lion King,1999,Comedia,George Lucas,146,3.0,USA
6586,Schindler's List,1966,Romance,Francis Ford Coppola,116,8.1,Italy
6587,Gladiator,1990,Acción,Steven Spielberg,179,7.8,Germany
6588,The Shawshank Redemption,2006,Acción,Ridley Scott,119,2.4,Japan
6589,Jurassic Park,2005,Historia,David Fincher,90,2.1,Spain
6590,The Dark Knight,1967,Crimen,Christopher Nolan,112,7.0,Canada
6591,Interstellar,2007,Historia,Francis Ford Coppola,112,9.3,Japan
6592,Pulp Fiction,1981,Romance,Damien Chazelle,157,2.9,Spain
6593,Pulp Fiction,1956,Comedia,Quentin Tarantino,93,5.7,Spain
6594,The Godfather,1981,Ciencia Ficción,Bong Joon-ho,149,2.7,Canada
6595,The Dark Knight,1959,Romance,Steven Spielberg,168,9.6,Spain
6596,The Dark Knight,1983,Crimen,Peter Jackson,167,9.9,South Korea
6597,Parasite,1984,Animación,Martin Scorsese,117,1.3,Italy
6598,La La Land,1994,Historia,Wachowski Sisters,107,2.9,Italy
6599,Inception,1999,Romance,Bong Joon-ho,177,8.4,Italy
6600,Star Wars,2001,Comedia,Bong Joon-ho,166,1.1,Spain
6601,Star Wars,1986,Ciencia Ficción,Ridley Scott,143,9.0,Japan
6602,La La Land,1973,Thriller,Wachowski Sisters,172,6.9,Japan
6603,The Matrix,1987,Thriller,Francis Ford Coppola,106,8.6,UK
6604,La La Land,1988,Crimen,Bong Joon-ho,157,3.3,UK
6605,Schindler's List,2003,Historia,George Lucas,146,5.1,USA
6606,Titanic,2007,Crimen,Hayao Miyazaki,142,8.6,Japan
6607,Avengers: Endgame,2008,Historia,Peter Jackson,167,2.3,Germany
6608,Interstellar,1973,Animación,James Cameron,131,6.5,Canada
6609,The Matrix,2009,Romance,Francis Ford Coppola,125,3.1,USA
6610,Inception,1977,Musical,Peter Jackson,84,3.3,South Korea
6611,The Lion King,1992,Crimen,Martin Scorsese,117,5.1,South Korea
6612,Gladiator,2005,Acción,George Lucas,98,1.2,Japan
6613,The Lord of the Rings,2015,Acción,Ridley Scott,111,6.3,Spain
6614,Spirited Away,1962,Crimen,David Fincher,171,7.2,South Korea
6615,Parasite,1972,Ciencia Ficción,Christopher Nolan,160,6.2,Japan
6616,The Godfather,1976,Musical,James Cameron,137,7.8,USA
6617,Forrest Gump,1998,Acción,George Lucas,112,6.1,Italy
6618,Inception,1958,Romance,David Fincher,88,3.8,Canada
6619,Gladiator,1998,Historia,Christopher Nolan,152,7.7,Germany
6620,The Lord of the Rings,1960,Romance,Steven Spielberg,167,4.0,Spain
6621,La La Land,2008,Animación,David Fincher,170,5.1,Japan
6622,La La Land,1958,Acción,Wachowski Sisters,101,5.0,USA
6623,Jurassic Park,2020,Historia,Martin Scorsese,143,3.6,Germany
6624,Forrest Gump,1961,Crimen,James Cameron,128,6.8,Spain
6625,Inception,1981,Ciencia Ficción,Christopher Nolan,131,8.3,Japan
6626,Forrest Gump,1952,Acción,Damien Chazelle,157,2.0,South Korea
6627,The Godfather,1980,Thriller,Bong Joon-ho,116,7.1,France
6628,The Lion King,1975,Acción,Bong Joon-ho,162,7.9,South Korea
6629,Spirited Away,1987,Musical,Ridley Scott,119,2.4,Italy
6630,Parasite,1968,Historia,Peter Jackson,117,8.9,South Korea
6631,Avengers: Endgame,2023,Animación,George Lucas,141,3.9,Australia
6632,Titanic,2012,Romance,Christopher Nolan,130,7.5,USA
6633,The Lord of the Rings,2017,Ciencia Ficción,Quentin Tarantino,137,7.0,Spain
6634,Schindler's List,1998,Drama,Francis Ford Coppola,127,8.2,France
6635,Jurassic Park,2018,Drama,Francis Ford Coppola,117,7.2,Canada
6636,The Godfather,1960,Romance,Ridley Scott,164,3.4,South Korea
6637,The Lord of the Rings,1979,Drama,Hayao Miyazaki,110,5.5,UK
6638,The Shawshank Redemption,1958,Acción,Francis Ford Coppola,110,6.3,Germany
6639,The Dark Knight,1991,Musical,David Fincher,84,5.4,Japan
6640,Forrest Gump,1968,Comedia,Damien Chazelle,94,3.2,Italy
6641,Star Wars,2014,Acción,Bong Joon-ho,108,6.9,Australia
6642,Jurassic Park,1991,Animación,Peter Jackson,166,6.6,South Korea
6643,Interstellar,1960,Comedia,Martin Scorsese,175,1.6,Germany
6644,Jurassic Park,2013,Romance,Damien Chazelle,158,6.1,Canada
6645,The Lord of the Rings,1967,Comedia,George Lucas,130,3.4,USA
6646,Star Wars,1953,Historia,David Fincher,108,5.9,Japan
6647,Jurassic Park,1971,Comedia,Francis Ford Coppola,141,5.1,Italy
6648,The Lion King,1982,Musical,Hayao Miyazaki,139,1.7,Japan
6649,Schindler's List,1994,Acción,David Fincher,81,2.1,South Korea
6650,Parasite,1975,Crimen,Bong Joon-ho,126,8.1,Germany
6651,Parasite,1974,Romance,Christopher Nolan,128,6.6,USA
6652,The Matrix,2008,Comedia,Bong Joon-ho,178,3.6,USA
6653,The Lord of the Rings,2012,Drama,Christopher Nolan,98,7.6,Japan
6654,Schindler's List,1983,Acción,Peter Jackson,158,9.1,Australia
6655,Spirited Away,2018,Musical,Steven Spielberg,130,8.6,Germany
6656,Pulp Fiction,1980,Ciencia Ficción,Damien Chazelle,163,5.1,Australia
6657,The Matrix,2013,Acción,George Lucas,102,8.1,South Korea
6658,Gladiator,1998,Ciencia Ficción,Bong Joon-ho,127,9.7,Canada
6659,The Lion King,1957,Drama,Damien Chazelle,151,1.1,Spain
6660,Interstellar,2017,Romance,Christopher Nolan,178,4.6,South Korea
6661,Avengers: Endgame,2010,Comedia,Wachowski Sisters,151,9.6,France
6662,Parasite,2021,Romance,Peter Jackson,92,3.6,Germany
6663,Avengers: Endgame,1986,Comedia,Ridley Scott,117,9.9,France
6664,Interstellar,1980,Acción,Steven Spielberg,123,7.3,Spain
6665,Avengers: Endgame,2018,Drama,Wachowski Sisters,108,1.3,Spain
6666,The Godfather,2000,Thriller,Steven Spielberg,143,1.3,South Korea
6667,Titanic,1997,Musical,Peter Jackson,147,6.8,USA
6668,Pulp Fiction,2006,Musical,Bong Joon-ho,165,2.5,Italy
6669,The Dark Knight,1964,Ciencia Ficción,Francis Ford Coppola,156,7.0,Canada
6670,Schindler's List,1972,Crimen,Quentin Tarantino,163,1.8,Australia
6671,La La Land,2018,Acción,James Cameron,121,1.4,Australia
6672,The Lord of the Rings,1971,Animación,Steven Spielberg,97,3.2,Japan
6673,Inception,2022,Acción,Quentin Tarantino,99,8.1,France
6674,Spirited Away,1984,Drama,Martin Scorsese,150,1.6,UK
6675,Parasite,2010,Ciencia Ficción,Hayao Miyazaki,151,7.5,Australia
6676,Gladiator,2009,Thriller,Bong Joon-ho,92,9.0,Canada
6677,The Dark Knight,2020,Historia,Bong Joon-ho,143,3.2,Germany
6678,Jurassic Park,1972,Comedia,Ridley Scott,132,5.7,Japan
6679,The Dark Knight,1971,Thriller,Bong Joon-ho,140,3.4,USA
6680,Titanic,1951,Thriller,Martin Scorsese,123,8.8,South Korea
6681,The Godfather,1995,Ciencia Ficción,Wachowski Sisters,138,5.2,Spain
6682,The Shawshank Redemption,1964,Historia,Wachowski Sisters,106,6.4,Australia
6683,Star Wars,1994,Ciencia Ficción,Steven Spielberg,146,8.6,Canada
6684,Gladiator,1977,Romance,Ridley Scott,166,5.2,Germany
6685,The Shawshank Redemption,1953,Acción,David Fincher,163,1.5,Australia
6686,Avengers: Endgame,1963,Crimen,Ridley Scott,92,5.6,South Korea
6687,Jurassic Park,1990,Animación,David Fincher,170,2.9,Germany
6688,Forrest Gump,1958,Comedia,David Fincher,138,6.2,South Korea
6689,The Lord of the Rings,2002,Animación,Ridley Scott,155,3.0,USA
6690,Avengers: Endgame,1986,Comedia,George Lucas,163,1.9,Australia
6691,Parasite,2014,Acción,Martin Scorsese,171,3.5,Australia
6692,Schindler's List,1984,Musical,Hayao Miyazaki,109,8.3,France
6693,Parasite,1973,Animación,George Lucas,92,1.7,USA
6694,Titanic,1972,Romance,Martin Scorsese,103,7.5,Italy
6695,The Godfather,2014,Thriller,James Cameron,162,4.5,Australia
6696,Spirited Away,2000,Crimen,Ridley Scott,81,1.2,Italy
6697,Fight Club,1970,Drama,George Lucas,82,3.1,South Korea
6698,Gladiator,2002,Thriller,Quentin Tarantino,83,9.7,Spain
6699,Spirited Away,1956,Romance,James Cameron,167,4.9,Japan
6700,The Godfather,2009,Acción,James Cameron,135,5.0,Italy
6701,Schindler's List,2011,Ciencia Ficción,Hayao Miyazaki,143,8.6,USA
6702,La La Land,2004,Acción,Francis Ford Coppola,130,2.1,South Korea
6703,The Lion King,1993,Musical,James Cameron,148,5.7,South Korea
6704,Schindler's List,1984,Crimen,Christopher Nolan,149,6.1,Japan
6705,Inception,1959,Musical,David Fincher,154,8.4,USA
6706,Titanic,1964,Historia,Damien Chazelle,149,9.5,USA
6707,The Matrix,1990,Animación,Bong Joon-ho,132,5.7,UK
6708,La La Land,1989,Ciencia Ficción,James Cameron,129,9.1,France
6709,The Shawshank Redemption,1985,Musical,Francis Ford Coppola,160,2.6,USA
6710,Avengers: Endgame,1959,Thriller,Damien Chazelle,110,5.9,South Korea
6711,The Dark Knight,1955,Comedia,Wachowski Sisters,104,2.6,France
6712,The Lion King,2006,Animación,Christopher Nolan,126,5.1,South Korea
6713,The Godfather,1956,Musical,Martin Scorsese,110,3.2,Germany
6714,The Dark Knight,1990,Comedia,David Fincher,100,1.7,Japan
6715,Forrest Gump,1997,Acción,Bong Joon-ho,90,3.5,France
6716,Inception,2015,Historia,David Fincher,107,4.0,Japan
6717,Star Wars,1983,Historia,Ridley Scott,86,4.7,UK
6718,Schindler's List,1998,Crimen,Wachowski Sisters,146,5.5,Canada
6719,Inception,2017,Historia,Martin Scorsese,152,7.7,USA
6720,The Shawshank Redemption,2023,Comedia,Quentin Tarantino,114,1.4,South Korea
6721,The Matrix,2018,Acción,Martin Scorsese,82,6.0,Australia
6722,Interstellar,1966,Acción,Quentin Tarantino,152,7.5,South Korea
6723,Star Wars,1964,Thriller,Bong Joon-ho,81,4.0,Australia
6724,The Matrix,1974,Historia,Steven Spielberg,132,1.8,Italy
6725,The Lion King,1968,Crimen,James Cameron,98,3.0,Canada
6726,Pulp Fiction,1951,Historia,George Lucas,167,9.6,Spain
6727,Interstellar,1981,Romance,George Lucas,102,3.7,Germany
6728,The Lord of the Rings,1987,Thriller,Francis Ford Coppola,104,7.9,Canada
6729,Forrest Gump,1985,Ciencia Ficción,Damien Chazelle,142,6.0,Spain
6730,Avengers: Endgame,2002,Historia,Bong Joon-ho,157,5.3,UK
6731,Jurassic Park,1951,Comedia,Peter Jackson,89,7.3,Italy
6732,The Matrix,2020,Historia,David Fincher,141,8.3,Canada
6733,The Lord of the Rings,1952,Romance,David Fincher,128,8.1,Spain
6734,The Godfather,2005,Acción,Martin Scorsese,86,4.4,Spain
6735,The Dark Knight,1986,Romance,Bong Joon-ho,144,4.2,Italy
6736,Pulp Fiction,1977,Drama,Martin Scorsese,103,8.0,Australia
6737,Titanic,2010,Animación,Martin Scorsese,147,2.2,Germany
6738,Forrest Gump,1968,Romance,Martin Scorsese,98,5.5,USA
6739,Jurassic Park,1981,Comedia,Martin Scorsese,85,9.3,USA
6740,Gladiator,1953,Animación,Christopher Nolan,168,1.2,France
6741,Fight Club,1999,Animación,Bong Joon-ho,152,6.4,Spain
